"order_id","order_date","ship_date","ship_mode","state","city","zip_code","cust_id"
"CA-2016-164770","2019-12-02","2019-12-04","Second Class","Texas","Houston","77036","MY-18295"
"US-2015-158911","2018-07-05","2018-07-11","Standard Class","North Carolina","Charlotte","28205","RS-19765"
"CA-2016-124233","2019-04-08","2019-04-14","Standard Class","California","Los Angeles","90032","CK-12595"
"US-2015-159982","2018-11-28","2018-12-04","Standard Class","Illinois","Chicago","60623","DR-12880"
"CA-2017-114440","2020-09-14","2020-09-17","Second Class","Michigan","Jackson","49201","TB-21520"
"CA-2014-168592","2017-09-08","2017-09-14","Standard Class","California","San Francisco","94110","DP-13390"
"CA-2014-103940","2017-09-17","2017-09-21","Standard Class","Washington","Seattle","98103","BN-11515"
"CA-2017-154088","2020-11-12","2020-11-17","Standard Class","Florida","Tallahassee","32303","LB-16735"
"CA-2016-114482","2019-11-21","2019-11-25","Second Class","Iowa","Des Moines","50315","DM-13345"
"US-2015-136476","2018-04-05","2018-04-10","Standard Class","Tennessee","Bristol","37620","GG-14650"
"CA-2015-132633","2018-02-03","2018-02-05","Second Class","Utah","Pleasant Grove","84062","KH-16630"
"CA-2017-148446","2020-12-10","2020-12-14","Second Class","Nevada","North Las Vegas","89031","MC-17845"
"CA-2017-117821","2020-06-12","2020-06-16","Standard Class","Ohio","Marion","43302","HG-15025"
"CA-2016-136686","2019-12-12","2019-12-16","Standard Class","California","Pasadena","91104","RF-19840"
"US-2015-120161","2018-12-18","2018-12-23","Standard Class","Ohio","Springfield","45503","LM-17065"
"CA-2014-124618","2017-05-02","2017-05-04","Second Class","Florida","Lakeland","33801","CS-11860"
"CA-2016-126529","2019-01-11","2019-01-13","Second Class","Ohio","Springfield","45503","DE-13255"
"CA-2014-101147","2017-12-02","2017-12-04","First Class","Illinois","Chicago","60623","MC-17575"
"CA-2015-104346","2018-12-11","2018-12-16","Standard Class","Colorado","Colorado Springs","80906","IM-15070"
"CA-2016-119935","2019-11-10","2019-11-14","Standard Class","Missouri","Springfield","65807","KM-16225"
"CA-2015-111325","2018-02-27","2018-02-28","First Class","Pennsylvania","Altoona","16602","BT-11395"
"CA-2015-116750","2018-07-05","2018-07-10","Second Class","North Carolina","Fayetteville","28314","BF-10975"
"CA-2016-132661","2019-10-23","2019-10-29","Standard Class","New York","New York City","10024","SR-20740"
"CA-2017-169901","2020-06-15","2020-06-19","Standard Class","California","San Francisco","94122","CC-12550"
"CA-2015-158421","2018-09-21","2018-09-26","Standard Class","South Carolina","Columbia","29203","GB-14575"
"CA-2016-123526","2019-12-24","2019-12-25","First Class","Washington","Seattle","98103","BV-11245"
"US-2017-120649","2020-01-20","2020-01-26","Standard Class","Connecticut","Waterbury","6708","JF-15490"
"CA-2017-125451","2020-10-23","2020-10-24","First Class","Rhode Island","Cranston","2920","AH-10075"
"CA-2017-107342","2020-12-17","2020-12-22","Standard Class","Indiana","Columbus","47201","VF-21715"
"CA-2015-156104","2018-12-06","2018-12-08","Second Class","Indiana","Indianapolis","46203","NP-18685"
"CA-2017-161739","2020-11-10","2020-11-15","Second Class","Texas","Round Rock","78664","EB-13750"
"CA-2014-102652","2017-04-06","2017-04-12","Standard Class","California","Los Angeles","90049","AY-10555"
"CA-2016-161389","2019-12-05","2019-12-10","Standard Class","Washington","Seattle","98103","IM-15070"
"CA-2017-136448","2020-09-16","2020-09-18","First Class","Pennsylvania","Philadelphia","19143","AS-10090"
"US-2017-136679","2020-11-14","2020-11-18","Standard Class","Texas","Pasadena","77506","XP-21865"
"CA-2016-146941","2019-12-10","2019-12-13","First Class","New York","New York City","10024","DL-13315"
"US-2014-158057","2017-03-22","2017-03-26","Standard Class","North Carolina","Greensboro","27405","CC-12685"
"CA-2017-141201","2020-12-09","2020-12-11","Second Class","California","Salinas","93905","DB-12910"
"CA-2014-119144","2017-11-16","2017-11-18","First Class","California","Los Angeles","90008","JD-16150"
"US-2017-122714","2020-12-07","2020-12-13","Standard Class","Illinois","Chicago","60653","HG-14965"
"CA-2014-164385","2017-09-26","2017-10-01","Second Class","Pennsylvania","Philadelphia","19134","NB-18580"
"CA-2016-110898","2019-03-06","2019-03-12","Standard Class","Illinois","Chicago","60623","LC-16870"
"CA-2017-166926","2020-12-01","2020-12-08","Standard Class","Washington","Seattle","98105","SO-20335"
"CA-2015-164427","2018-07-31","2018-08-06","Standard Class","Mississippi","Hattiesburg","39401","AR-10405"
"CA-2016-151169","2019-10-21","2019-10-26","Standard Class","Delaware","Newark","19711","MY-18295"
"CA-2016-134803","2019-05-28","2019-06-03","Standard Class","California","Los Angeles","90004","CL-12565"
"CA-2014-124464","2017-07-14","2017-07-20","Standard Class","Delaware","Newark","19711","SS-20515"
"CA-2016-149916","2019-12-22","2019-12-24","Second Class","Washington","Seattle","98115","ED-13885"
"CA-2015-139248","2018-07-25","2018-07-30","Standard Class","California","Los Angeles","90032","RD-19930"
"CA-2017-101182","2020-09-04","2020-09-05","First Class","California","Apple Valley","92307","KB-16405"
"CA-2015-169740","2018-02-20","2018-02-25","Standard Class","Arkansas","Hot Springs","71901","LM-17065"
"CA-2017-148166","2020-10-21","2020-10-26","Standard Class","Florida","Deltona","32725","NK-18490"
"CA-2017-142776","2020-12-11","2020-12-14","Second Class","Iowa","Burlington","52601","RS-19870"
"CA-2015-108119","2018-11-01","2018-11-08","Standard Class","Arkansas","Conway","72032","MS-17530"
"US-2014-159611","2017-12-27","2018-01-01","Second Class","Ohio","Cleveland","44105","KB-16315"
"CA-2016-132479","2019-09-24","2019-09-26","First Class","Illinois","Rockford","61107","MK-17905"
"CA-2017-121048","2020-07-14","2020-07-18","Standard Class","California","Westminster","92683","TC-21295"
"US-2014-161305","2017-06-06","2017-06-12","Standard Class","Illinois","Chicago","60623","SB-20170"
"CA-2016-162187","2019-12-11","2019-12-11","Same Day","Ohio","Columbus","43229","NS-18640"
"US-2017-136868","2020-10-06","2020-10-12","Standard Class","New York","New York City","10035","CR-12820"
"US-2015-130491","2018-02-08","2018-02-11","First Class","Kansas","Garden City","67846","BH-11710"
"CA-2017-155362","2020-12-17","2020-12-21","Standard Class","Wisconsin","Eau Claire","54703","DP-13105"
"CA-2017-154109","2020-11-06","2020-11-11","Standard Class","Pennsylvania","Philadelphia","19143","ML-17410"
"US-2016-143280","2019-02-22","2019-02-26","Standard Class","California","Los Angeles","90045","TZ-21580"
"CA-2017-157987","2020-09-02","2020-09-06","Standard Class","New York","New York City","10009","AC-10615"
"US-2017-158218","2020-05-12","2020-05-15","Second Class","Texas","Houston","77041","AC-10420"
"CA-2014-109127","2017-12-21","2017-12-25","Standard Class","Delaware","Newark","19711","JC-15775"
"CA-2016-161676","2019-07-18","2019-07-23","Standard Class","Arizona","Glendale","85301","JP-15460"
"CA-2017-132738","2020-08-04","2020-08-07","First Class","Colorado","Loveland","80538","HM-14860"
"CA-2017-166933","2020-04-24","2020-04-28","Standard Class","California","Santa Barbara","93101","MG-17890"
"CA-2017-138548","2020-08-15","2020-08-21","Standard Class","New Jersey","Plainfield","7060","JG-15160"
"CA-2017-117632","2020-05-12","2020-05-18","Standard Class","California","San Francisco","94122","CS-12175"
"CA-2016-167556","2019-03-29","2019-04-02","Standard Class","New York","New York City","10009","JM-15250"
"CA-2017-140494","2020-03-10","2020-03-15","Second Class","California","San Francisco","94109","CM-11815"
"CA-2016-145625","2019-09-11","2019-09-17","Standard Class","California","San Diego","92037","KC-16540"
"CA-2014-106376","2017-12-05","2017-12-10","Standard Class","Arizona","Gilbert","85234","BS-11590"
"US-2016-153815","2019-11-06","2019-11-09","First Class","Florida","Jacksonville","32216","KL-16555"
"CA-2014-145212","2017-09-13","2017-09-19","Standard Class","New York","New York City","10011","DC-12850"
"CA-2016-162733","2019-05-11","2019-05-12","First Class","California","Los Angeles","90045","TT-21070"
"CA-2014-134621","2017-12-21","2017-12-28","Standard Class","Tennessee","Columbia","38401","DP-13390"
"CA-2017-139416","2020-03-27","2020-03-29","Second Class","Pennsylvania","Philadelphia","19120","AG-10270"
"CA-2017-155957","2020-11-26","2020-11-30","Standard Class","Ohio","Columbus","43229","CC-12610"
"US-2015-164238","2018-08-16","2018-08-20","Standard Class","Pennsylvania","Philadelphia","19120","JW-15955"
"CA-2015-133396","2018-08-13","2018-08-15","First Class","North Carolina","Greensboro","27405","GK-14620"
"CA-2016-149111","2019-04-17","2019-04-21","Second Class","North Carolina","Raleigh","27604","BF-11170"
"CA-2017-105130","2020-11-21","2020-11-25","Standard Class","California","San Francisco","94122","PJ-18835"
"CA-2017-141663","2020-04-13","2020-04-17","Standard Class","Pennsylvania","Philadelphia","19134","DP-13105"
"CA-2015-100888","2018-04-06","2018-04-10","Standard Class","North Carolina","Jacksonville","28540","MH-17455"
"CA-2016-148208","2019-01-22","2019-01-27","Standard Class","Ohio","Cleveland","44105","BT-11530"
"US-2017-110989","2020-11-03","2020-11-05","Second Class","Washington","Seattle","98105","EJ-14155"
"CA-2014-114251","2017-11-05","2017-11-10","Standard Class","Pennsylvania","Philadelphia","19143","MD-17350"
"US-2017-113201","2020-06-30","2020-07-05","Standard Class","California","Los Angeles","90045","TT-21220"
"CA-2016-145240","2019-09-06","2019-09-08","First Class","Texas","Houston","77070","BG-11740"
"CA-2014-144029","2017-05-26","2017-05-31","Standard Class","Illinois","Chicago","60623","MM-18055"
"US-2015-145436","2018-02-28","2018-03-04","Standard Class","Tennessee","Columbia","38401","VD-21670"
"CA-2015-163055","2018-08-09","2018-08-16","Standard Class","Michigan","Detroit","48227","DS-13180"
"CA-2014-133158","2017-08-19","2017-08-21","Second Class","California","Los Angeles","90045","DW-13195"
"US-2017-165869","2020-07-31","2020-08-05","Standard Class","Wisconsin","Milwaukee","53209","LS-17200"
"CA-2014-128538","2017-10-11","2017-10-15","Standard Class","California","Redondo Beach","90278","AS-10240"
"CA-2015-155635","2018-05-09","2018-05-13","Standard Class","Kentucky","Louisville","40214","ME-17725"
"CA-2014-100762","2017-11-24","2017-11-29","Standard Class","Michigan","Jackson","49201","NG-18355"
"CA-2015-167374","2018-03-26","2018-03-30","Second Class","Pennsylvania","Philadelphia","19140","GM-14500"
"CA-2017-167976","2020-11-11","2020-11-14","Second Class","South Dakota","Aberdeen","57401","JL-15505"
"CA-2016-113341","2019-11-25","2019-11-29","Standard Class","California","Los Angeles","90032","MH-17455"
"CA-2017-155880","2020-03-25","2020-03-31","Standard Class","Wisconsin","Milwaukee","53209","JD-16150"
"CA-2017-138289","2020-01-16","2020-01-18","Second Class","Michigan","Jackson","49201","AR-10540"
"CA-2015-121608","2018-09-03","2018-09-05","First Class","Connecticut","Bristol","6010","JB-15400"
"CA-2016-117625","2019-05-10","2019-05-15","Standard Class","Illinois","Chicago","60610","GM-14500"
"CA-2014-114125","2017-07-09","2017-07-13","Standard Class","California","Los Angeles","90049","GH-14410"
"CA-2014-146640","2017-06-30","2017-07-05","Standard Class","New York","New York City","10024","HA-14905"
"CA-2016-114104","2019-11-20","2019-11-24","Standard Class","Oklahoma","Edmond","73034","NP-18670"
"US-2015-123918","2018-10-15","2018-10-15","Same Day","Texas","Dallas","75217","CG-12520"
"CA-2014-126361","2017-08-04","2017-08-09","Second Class","Utah","Pleasant Grove","84062","VD-21670"
"US-2015-163783","2018-12-27","2019-01-01","Standard Class","Illinois","Chicago","60610","DR-12940"
"CA-2016-136924","2019-07-14","2019-07-17","First Class","Arizona","Tucson","85705","ES-14080"
"CA-2014-155271","2017-05-04","2017-05-04","Same Day","Connecticut","Middletown","6457","AA-10480"
"CA-2014-155593","2017-11-03","2017-11-08","Standard Class","Connecticut","Fairfield","6824","RP-19390"
"CA-2015-158351","2018-06-20","2018-06-24","Second Class","Pennsylvania","Philadelphia","19134","BC-11125"
"CA-2016-161025","2019-12-03","2019-12-09","Standard Class","California","Los Angeles","90049","GM-14440"
"CA-2017-134418","2020-09-15","2020-09-20","Standard Class","Washington","Seattle","98103","GM-14500"
"US-2014-112991","2017-12-10","2017-12-14","Standard Class","Idaho","Caldwell","83605","SH-19975"
"CA-2014-102673","2017-11-01","2017-11-05","Standard Class","North Carolina","Charlotte","28205","KH-16630"
"CA-2016-142762","2019-05-23","2019-05-27","Standard Class","California","San Francisco","94109","LD-17005"
"CA-2017-132619","2020-08-31","2020-09-05","Standard Class","California","San Francisco","94109","MS-17770"
"CA-2016-142405","2019-06-11","2019-06-15","Standard Class","Washington","Seattle","98103","SE-20110"
"CA-2016-108882","2019-01-09","2019-01-15","Standard Class","California","Fresno","93727","LA-16780"
"CA-2016-149671","2019-06-05","2019-06-09","Standard Class","Washington","Seattle","98105","KB-16600"
"US-2016-125969","2019-11-06","2019-11-10","Second Class","California","Los Angeles","90004","LS-16975"
"CA-2017-158246","2020-11-09","2020-11-11","First Class","California","Sunnyvale","94086","JB-15400"
"CA-2015-164301","2018-03-26","2018-03-30","Standard Class","Washington","Seattle","98103","EB-13840"
"CA-2017-148012","2020-12-09","2020-12-15","Standard Class","Pennsylvania","Philadelphia","19143","KM-16225"
"CA-2015-112130","2018-05-03","2018-05-07","Standard Class","Pennsylvania","Philadelphia","19140","SV-20785"
"CA-2017-105235","2020-12-05","2020-12-11","Standard Class","New York","New York City","10011","SM-20950"
"CA-2016-152765","2019-06-15","2019-06-18","First Class","Texas","Houston","77036","LS-17245"
"US-2017-120607","2020-05-19","2020-05-19","Same Day","Georgia","Atlanta","30318","JC-15775"
"CA-2014-113383","2017-09-10","2017-09-13","First Class","New Jersey","Clifton","7011","SF-20065"
"CA-2016-153598","2019-12-03","2019-12-06","First Class","California","Los Angeles","90045","NM-18520"
"CA-2016-121671","2019-07-17","2019-07-22","Standard Class","Missouri","Springfield","65807","AA-10480"
"US-2017-169320","2020-07-23","2020-07-25","Second Class","Indiana","Elkhart","46514","LH-16900"
"CA-2015-124107","2018-10-09","2018-10-12","Second Class","Michigan","Ann Arbor","48104","BM-11650"
"CA-2016-146437","2019-01-28","2019-02-01","Second Class","California","Los Angeles","90036","HG-14965"
"CA-2016-148852","2019-05-26","2019-05-31","Standard Class","California","Santa Ana","92704","SV-20785"
"CA-2014-124079","2017-12-13","2017-12-17","Standard Class","Arizona","Phoenix","85023","RF-19345"
"US-2015-112508","2018-03-24","2018-03-30","Standard Class","Florida","Coral Springs","33065","BP-11185"
"CA-2017-136539","2020-12-28","2021-01-01","Standard Class","Texas","Round Rock","78664","GH-14665"
"CA-2015-138485","2018-02-27","2018-03-01","Second Class","Washington","Seattle","98105","NP-18670"
"CA-2015-114069","2018-07-13","2018-07-15","Second Class","New York","New York City","10035","ND-18370"
"CA-2016-119074","2019-03-27","2019-03-31","Standard Class","Georgia","Columbus","31907","DS-13180"
"CA-2016-132829","2019-12-23","2019-12-26","Second Class","Texas","Houston","77041","LA-16780"
"CA-2017-129357","2020-05-14","2020-05-19","Standard Class","Washington","Seattle","98103","KB-16585"
"CA-2016-136126","2019-05-24","2019-05-24","Same Day","Virginia","Newport News","23602","EH-14125"
"CA-2017-149888","2020-11-07","2020-11-13","Standard Class","Pennsylvania","Philadelphia","19120","EP-13915"
"US-2014-147606","2017-11-26","2017-12-01","Second Class","Texas","Houston","77070","JE-15745"
"CA-2015-137106","2018-03-31","2018-04-04","Standard Class","Florida","Jacksonville","32216","SC-20260"
"CA-2016-110492","2019-02-12","2019-02-14","First Class","Georgia","Atlanta","30318","JS-15880"
